,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
856,7.2,0.38,0.31,2.0,0.056,15.0,29.0,0.99472,3.23,0.76,11.3,
857,7.2,0.37,0.32,2.0,0.062,15.0,28.0,0.9947,3.23,0.73,11.3,
858,7.8,0.32,0.44,2.7,0.104,7.0,17.0,0.99732,3.33,0.78,11.0,
859,6.6,0.58,0.02,2.0,0.062,37.0,53.0,0.99374,3.35,0.76,11.6,
860,11.7,0.45,0.63,2.2,0.073,7.0,23.0,0.99974,3.21,0.69,10.9,
861,7.6,0.49,0.33,1.9,0.07400000000000001,27.0,85.0,0.99706,3.41,0.58,9.0,
862,8.4,0.29,0.4,1.7,0.067,7.0,20.0,0.99603,3.39,0.6,10.5,
863,7.9,0.2,0.35,1.7,0.054000000000000006,7.0,15.0,0.99458,3.32,0.8,11.9,
864,6.4,0.42,0.09,2.3,0.054000000000000006,34.0,64.0,0.99724,3.41,0.68,10.4,
865,6.2,0.785,0.0,2.1,0.06,6.0,13.0,0.99664,3.59,0.61,10.0,
866,6.8,0.64,0.03,2.3,0.075,14.0,31.0,0.99545,3.36,0.58,10.4,
867,6.8,0.59,0.1,1.7,0.063,34.0,53.0,0.9958,3.41,0.67,9.7,
868,7.3,0.48,0.32,2.1,0.062,31.0,54.0,0.99728,3.3,0.65,10.0,
869,6.7,1.04,0.08,2.3,0.067,19.0,32.0,0.99648,3.52,0.57,11.0,
870,7.3,0.48,0.32,2.1,0.062,31.0,54.0,0.99728,3.3,0.65,10.0,
871,7.3,0.98,0.05,2.1,0.061,20.0,49.0,0.99705,3.31,0.55,9.7,
872,10.0,0.69,0.11,1.4,0.084,7.0,24.0,0.99578,2.88,0.47,9.7,
873,7.6,0.35,0.6,2.6,0.073,23.0,44.0,0.99656,3.38,0.79,11.1,
874,6.1,0.6,0.08,1.8,0.071,14.0,45.0,0.99336,3.38,0.54,11.0,
875,5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.99182,3.54,0.88,13.566666666666698,
876,9.9,0.5,0.5,13.8,0.205,48.0,82.0,1.00242,3.16,0.75,8.8,
877,5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.99182,3.54,0.88,13.6,
878,7.1,0.875,0.05,5.7,0.08199999999999999,4.0,14.0,0.99808,3.4,0.52,10.2,
879,5.6,0.62,0.03,1.5,0.08,6.0,13.0,0.99498,3.66,0.62,10.1,
880,7.2,0.58,0.54,2.1,0.114,4.0,9.0,0.99719,3.33,0.57,10.3,
881,6.8,0.91,0.06,2.0,0.06,4.0,11.0,0.99592,3.53,0.64,10.9,
882,6.8,0.68,0.21,2.1,0.07,9.0,23.0,0.99546,3.38,0.6,10.3,
883,5.6,0.54,0.04,1.7,0.049,5.0,13.0,0.9942,3.72,0.58,11.4,
884,7.7,0.54,0.26,1.9,0.08900000000000001,23.0,147.0,0.99636,3.26,0.59,9.7,
885,6.4,0.31,0.09,1.4,0.066,15.0,28.0,0.99459,3.42,0.7,10.0,
886,7.0,0.43,0.02,1.9,0.08,15.0,28.0,0.99492,3.35,0.81,10.6,
887,7.8,0.82,0.29,4.3,0.083,21.0,64.0,0.99642,3.16,0.53,9.4,
888,7.3,0.585,0.18,2.4,0.078,15.0,60.0,0.99638,3.31,0.54,9.8,
889,6.2,0.44,0.39,2.5,0.077,6.0,14.0,0.99555,3.51,0.69,11.0,
890,7.5,0.38,0.57,2.3,0.106,5.0,12.0,0.99605,3.36,0.55,11.4,
891,6.7,0.76,0.02,1.8,0.078,6.0,12.0,0.996,3.55,0.63,9.95,
892,7.5,0.38,0.57,2.3,0.106,5.0,12.0,0.99605,3.36,0.55,11.4,
893,7.1,0.27,0.6,2.1,0.07400000000000001,17.0,25.0,0.99814,3.38,0.72,10.6,
894,7.9,0.18,0.4,1.8,0.062,7.0,20.0,0.9941,3.28,0.7,11.1,
895,6.4,0.36,0.21,2.2,0.047,26.0,48.0,0.99661,3.47,0.77,9.7,
896,6.4,0.79,0.04,2.2,0.061,11.0,17.0,0.99588,3.53,0.65,10.4,
897,6.9,0.84,0.21,4.1,0.07400000000000001,16.0,65.0,0.99842,3.53,0.72,9.25,
898,6.1,0.32,0.25,2.3,0.071,23.0,58.0,0.99633,3.42,0.97,10.6,
899,6.5,0.53,0.06,2.0,0.063,29.0,44.0,0.99489,3.38,0.83,10.3,
900,6.6,0.7,0.08,2.6,0.106,14.0,27.0,0.99665,3.44,0.58,10.2,
901,6.9,0.48,0.2,1.9,0.08199999999999999,9.0,23.0,0.99585,3.39,0.43,9.05,
902,6.8,0.48,0.25,2.0,0.076,29.0,61.0,0.9953,3.34,0.6,10.4,
903,6.8,0.47,0.08,2.2,0.064,18.0,38.0,0.99553,3.3,0.65,9.6,
904,7.1,0.69,0.08,2.1,0.063,42.0,52.0,0.99608,3.42,0.6,10.2,
905,6.1,0.705,0.1,2.8,0.081,13.0,28.0,0.99631,3.6,0.66,10.2,
906,7.2,0.53,0.13,2.0,0.058,18.0,22.0,0.99573,3.21,0.68,9.9,
907,7.0,0.39,0.3,1.9,0.07400000000000001,32.0,84.0,0.99717,3.39,0.61,9.0,
908,6.6,0.56,0.14,2.4,0.064,13.0,29.0,0.99397,3.42,0.62,11.7,
909,6.1,0.53,0.08,1.9,0.077,24.0,45.0,0.99528,3.6,0.68,10.3,
910,7.2,0.39,0.32,1.8,0.065,34.0,60.0,0.99714,3.46,0.78,9.9,
911,7.4,0.25,0.29,2.2,0.054000000000000006,19.0,49.0,0.99666,3.4,0.76,10.9,
912,8.4,0.37,0.43,2.3,0.063,12.0,19.0,0.9955,3.17,0.81,11.2,
913,7.0,0.57,0.02,2.0,0.07200000000000001,17.0,26.0,0.99575,3.36,0.61,10.2,
914,11.2,0.4,0.5,2.0,0.099,19.0,50.0,0.99783,3.1,0.58,10.4,
915,7.4,0.36,0.3,1.8,0.07400000000000001,17.0,24.0,0.99419,3.24,0.7,11.4,
916,7.1,0.68,0.0,2.3,0.087,17.0,26.0,0.99783,3.45,0.53,9.5,
917,7.3,0.735,0.0,2.2,0.08,18.0,28.0,0.99765,3.41,0.6,9.4,
918,7.0,0.56,0.17,1.7,0.065,15.0,24.0,0.99514,3.44,0.68,10.55,
919,6.6,0.88,0.04,2.2,0.066,12.0,20.0,0.99636,3.53,0.56,9.9,
920,7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,
921,6.7,0.16,0.64,2.1,0.059,24.0,52.0,0.99494,3.34,0.71,11.2,
922,7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,
923,7.0,0.56,0.13,1.6,0.077,25.0,42.0,0.99629,3.34,0.59,9.2,
924,6.2,0.51,0.14,1.9,0.056,15.0,34.0,0.99396,3.48,0.57,11.5,
925,6.4,0.36,0.53,2.2,0.23,19.0,35.0,0.9934,3.37,0.93,12.4,
926,6.0,0.58,0.2,2.4,0.075,15.0,50.0,0.99467,3.58,0.67,12.5,
927,5.6,0.31,0.78,13.9,0.07400000000000001,23.0,92.0,0.99677,3.39,0.48,10.5,
928,7.0,0.3,0.63,1.6,0.081,16.0,29.0,0.99588,3.3,0.78,10.8,
929,6.2,0.56,0.09,1.7,0.053,24.0,32.0,0.99402,3.54,0.6,11.3,
930,6.1,0.715,0.1,2.6,0.053,13.0,27.0,0.99362,3.57,0.5,11.9,
931,6.7,0.32,0.44,2.4,0.061,24.0,34.0,0.99484,3.29,0.8,11.6,
932,7.2,0.39,0.44,2.6,0.066,22.0,48.0,0.99494,3.3,0.84,11.5,
933,7.5,0.31,0.41,2.4,0.065,34.0,60.0,0.99492,3.34,0.85,11.4,
934,7.2,0.66,0.33,2.5,0.068,34.0,102.0,0.99414,3.27,0.78,12.8,
935,5.4,0.74,0.09,1.7,0.08900000000000001,16.0,26.0,0.99402,3.67,0.56,11.6,
936,6.8,0.62,0.08,1.9,0.068,28.0,38.0,0.99651,3.42,0.82,9.5,
937,6.2,0.6,0.08,2.0,0.09,32.0,44.0,0.9949,3.45,0.58,10.5,
938,5.9,0.55,0.1,2.2,0.062,39.0,51.0,0.99512,3.52,0.76,11.2,
939,6.3,0.51,0.13,2.3,0.076,29.0,40.0,0.99574,3.42,0.75,11.0,
940,7.305107492406292,0.8427687310157312,0.3981048852515051,2.1,0.12004368081336182,4.262768731015731,9.0,0.9965514719836318,3.3746706842726746,0.5253293157273257,10.45766123860944,
941,6.8,0.7676765232859145,0.031548984476056946,2.1464695342817084,0.19724168988071855,15.649455728043812,29.0,0.9948957884641367,3.351548984476057,0.5135054427195619,10.255707553543045,
942,7.2894405440038215,1.0533361593154047,0.08796803108593264,2.7691208548631474,0.0781792202058562,4.699200777148316,11.699200777148317,0.9958360959067423,3.536992007771483,0.6120319689140673,11.109760233144494,
943,7.722463811203966,0.8756609461710878,0.13726175196158463,2.12492314579406,0.060003074168237615,12.498462915881191,32.24615728970298,0.9951339701536405,3.440215191776633,0.4449538874764357,10.87661393832475,
944,6.874370388235634,0.49217406558807414,0.1871851941178167,2.0537776705861996,0.08039814926472708,9.128148058821832,22.80777791176725,0.9957878481914714,3.393844441764655,0.43832962382341917,9.226203580880021,
945,8.283582728519464,0.4680168567510252,0.34125816916956914,6.006290845847846,0.057110853205789,4.154583765343239,10.463751296029717,0.9958671422455599,3.300095889494621,0.5615458376534325,11.84541623465676,
946,4.8265917510338205,0.5492681011752019,0.16132958755169105,2.0905586770402573,0.05645474396953307,7.3776529183897015,64.81117354080514,0.9936945692763439,3.8424079299455705,0.552446941632206,12.788436342328495,
947,10.033901599830605,0.5294583519627329,0.3069507999153021,2.2464393600677584,0.1289769103671372,5.732196800338792,14.535606399322416,0.9982284851194579,3.2917954240609824,0.549458351962733,9.571514880542066,
948,6.492150746252354,0.6866562686290009,0.08692830845825489,3.4085293533207817,0.10579852736622736,15.535845770872557,31.30716915417451,0.9967017058706642,3.50614338308349,0.6392830845825489,11.0,
949,8.21781396552902,0.8681414229511506,0.1761994202602402,2.1,0.06358135177805037,18.279098814633087,48.42636627154436,0.997637974571667,3.307131831357722,0.5528681686422783,9.671318313577217,
950,10.213358021732525,0.5689387647811551,0.3966790108662617,2.1746567913069907,0.16379145621610955,5.373283956534953,15.253432086930093,0.9988027456695441,3.2271911121762917,0.5889387647811551,8.997254330455926,
951,7.714683503631334,0.9229810182506916,0.024082281023041625,2.722025255447001,0.07914240328387087,23.110126277235004,55.22025255447001,0.9987087340145254,3.460322770066359,0.6381202445216585,9.751835437953916,
952,11.306067827907476,0.5831492732724198,0.6222087207309612,2.262985465448398,0.07546966086046263,10.734830430231309,46.89502422425267,1.0004640775176086,3.2510497577574733,0.5637014534551602,9.0314927327242,
953,7.193441749160747,0.5758464411351393,0.5334417491607464,2.1,0.11373766996642985,4.0,8.956278327738309,0.9971338176511437,3.3324046919743933,0.5702186083613084,10.324046919743932,
954,6.746754227335788,1.051688556833947,0.07532457726642122,2.253245772664212,0.06559737317992637,17.363602043247425,31.76622886332106,0.9960872644903794,3.5176622886332107,0.5372720408649485,11.093508454671575,
955,8.731830219928142,0.9504553479952094,0.07499558602634798,1.8340848900359292,0.07647701190155692,5.227232600239527,19.454465200479056,0.9961645446520049,3.295455347995209,0.4434084890035929,9.645446520047905,
956,7.849388588617858,0.7976800277298217,0.2511209240025001,2.046059782864286,0.08638179348592857,7.539402171357142,23.0,0.9961056046200125,3.295061141138214,0.4592119565728571,9.743783968605358,
957,7.970668977815457,0.5795944539554698,0.26766724445386436,6.073143847635196,0.06209899479278955,4.0,11.512374349098693,0.9965749864812047,3.325371230472961,0.5448762565090131,11.319431542905587,
958,6.0307340693393785,0.738451869068329,0.00846329653303108,1.9307340693393784,0.06564219768868738,6.0,13.0,0.9961716975918389,3.609747691910406,0.6128210988443437,10.028210988443437,
959,5.54141980495658,0.64642033457996,0.19159754538784235,7.626327757000668,0.04987277824460922,22.050306826519705,100.15975453878423,0.9948395260255166,3.506361087769539,0.5233135843965264,11.041419804956579,
960,7.142348931701029,0.543487656743985,0.4823489317010291,2.1,0.11169395726804117,4.0,8.615659544673527,0.9966961225149055,3.351138725042956,0.5719217022766323,10.51138725042956,
961,6.34026834088809,0.7618457039893481,0.01796981165008985,3.7409391931083156,0.07996142599733704,10.201341704440452,19.800335426110113,0.9947042951749769,3.4599832286944947,0.544026834088809,11.400670852220227,
962,7.2808729358389925,0.5593485282997901,0.1365211773601679,2.0904364679194964,0.08168260588680083,9.952182339597481,23.31739411319916,0.9965260494611142,3.3868260588680084,0.43952182339597484,9.224566762259538,
963,9.852304335346913,0.6150246052252328,0.4222863623317228,2.1,0.07412169968415601,13.116778639109427,45.82237151881257,0.9986583893195548,3.3029440712029685,0.5511677863910943,9.482237151881257,
964,8.743376769890137,0.6077350707956054,0.2898078185802244,2.7547014159121086,0.08739601887882813,17.0,45.849004719707025,0.9975245023598536,3.2641523702080564,0.5088675353978027,9.288675353978029,
965,9.003191277982655,0.6076095143766747,0.32270961342159077,2.7163330031836126,0.0858485629390072,16.641427156501198,46.11952428116627,0.9977792864217494,3.2647809712466507,0.5159762140583134,9.335857284349881,
966,6.725205143106395,1.0418323576928499,0.16381477030366048,1.746049234345535,0.1375531071916251,7.0,20.640328228970233,0.9949021805259336,3.4015803062617858,0.47589917942757437,9.882016411448513,
967,7.872448072244219,0.8791717075901232,0.029364186282558886,1.7957612418837259,0.058233131696395074,4.0,7.0,0.9971313321185163,3.359364186282559,0.3308477516232548,9.127551927755782,
968,11.037963596502049,0.4290723068490818,0.4197097882933677,3.7970978829336772,0.06915651745952042,26.562321693653058,48.71883915317347,0.9974420836184259,3.156841121794081,0.561565174595204,9.712464338730612,
969,7.830615198542144,0.6983172495444199,0.006088459987851197,2.2,0.06882653799635537,5.782308002429761,14.0,0.9961015343781412,3.3512923200971905,0.58,10.960884599878511,
970,8.920252741691101,0.7755907646202815,0.1517720552436802,2.1704641551575667,0.1083965982951634,5.0,14.590716896848667,0.9974974678107457,3.2727426482521067,0.5947679224212167,10.232068034096732,
971,6.995048042320917,0.7413451590403676,0.07862527730979284,3.6593495922905768,0.06602734665408733,9.835181076891958,20.873614192331033,0.9952643902446257,3.394671101152368,0.5337915742300691,11.275831484601381,
972,7.034532585738001,0.8312557303904727,0.261523819864309,2.040811237690364,0.08050229215618909,11.470898896427277,62.937213480476366,0.9966370968589116,3.2997319105261638,0.4875343823428364,9.8,
973,8.606119639618386,0.6578238222274646,0.2676866066030644,2.7095224984885804,0.08451015351313096,17.38776072076323,46.387760720763225,0.9975289105345267,3.266462678679387,0.5151701429435097,9.351701429435098,
974,8.315323590941292,0.6714110537005924,0.26088715526502215,2.1008065047863838,0.0837822437076764,11.024195143591513,42.94354466495314,0.9975882250301188,3.309354796170893,0.5296773980854466,9.200806504786383,
975,5.624727021593837,0.6231470754755793,0.029775208894601474,1.5067437331619558,0.0799550417789203,6.0,12.977520889460148,0.9950029286927506,3.6575272978406166,0.6202247911053985,10.096628133419022,
976,7.136767921269035,0.5399530168037219,0.47676792126903467,2.1,0.11147071685076139,4.0,8.57845280846023,0.9966483118588714,3.353185095534687,0.5721077359576988,10.531850955346874,
977,7.502156621344016,0.6791105147394911,0.0182210294789821,1.5668455781526847,0.07066577210923658,9.17789705210179,20.0,0.9963559033877976,3.1949055872942504,1.0337467664535347,9.431266167732327,
978,7.132789632481149,0.8066802591879713,0.0,1.4377068803436783,0.2246881752988253,15.286879358968966,28.286879358968964,0.9954445142602619,3.331885344017184,0.4981146559828161,9.752458623931265,
979,7.597913994752414,0.821097191197626,0.02302878449428648,1.75352522996191,0.06055611235209496,4.0,7.0,0.9964471087253829,3.3530287844942865,0.33929495400761805,9.402086005247586,
980,6.838846043282902,0.5980576978358548,0.2149614389546119,1.7990383694024186,0.08691345324621766,4.0,7.796153477609674,0.9952457878663397,3.33,0.44961534776096734,10.360192326119517,
981,6.5418481428931345,0.5981341952536915,0.00139493809643781,2.3534431906081594,0.096,4.069746904821891,13.0,0.9956697380738952,3.605353149987403,0.6165126547589055,11.465126547589055,
982,7.739612499338172,0.8343716404057694,0.005990312483454297,2.349273436259072,0.084,6.0,11.700484375827285,0.99737893437318,3.38193218738418,0.49,10.08937031142453,
983,7.5,0.9034666186404174,0.041240727400115966,2.3948887288013916,0.08482481454800232,5.5875927259988405,12.0,0.996340585307919,3.422481454800232,0.5353648001401276,10.31861091100174,
984,7.982979262642591,0.8317510989083051,0.010016341724188083,2.183306097126353,0.08432570719537891,12.833060971263532,26.83469514368234,0.9972991829137906,3.3933714640231054,0.454991829137906,9.900490251725643,
985,8.303962282030135,0.7102295457430607,0.24475473843616224,2.416163444536081,0.09124088008596352,18.521382992228375,56.92075435939729,0.9983463520343854,3.4028364607042025,0.6180188589849324,10.20792456406027,
986,7.9628012222022,0.8186379965196441,0.21366529027302267,2.781946486168673,0.0874070030555055,6.703501527752751,24.778990833483494,0.9965557981666967,3.2955798166696697,0.47889495416741745,9.703501527752751,
987,11.321528479260767,0.4758014900154007,0.5049766881724878,1.808853640554425,0.20072179754261044,35.53588079876794,53.08853640554425,0.998503876952382,3.305740927802871,0.9922739723511358,9.841985099845994,
988,6.58057754109338,0.6530204985744194,0.17071960793355978,1.7935258470311264,0.10595668441799652,8.467629235155632,21.935258470311265,0.9953575570425189,3.4192803920664403,0.4433092691211092,9.249639036816639,
989,7.257398033897489,0.37822380254291377,0.22881698389809077,2.191708847461301,0.06763902949153767,27.733737711859305,47.94674754237186,0.9957578699016949,3.437987868644221,0.5378699016948745,10.063902949153768,
990,7.955711279432039,0.8647531374338924,0.03541632232122671,3.129476966601501,0.09390125497355693,24.032426537709625,61.26234312830538,0.9997607300657105,3.559336815112666,0.688518824603354,9.8,
991,9.181246242626424,0.8414065318030183,0.32939121994844145,1.9192441132003957,0.0836102141777239,6.741777304571993,23.77466808628402,0.9966415608091819,3.210937687868679,0.5035689504056408,10.103289078171203,
992,6.708653501699859,1.0088473938805054,0.08086535016998597,2.4384560271977542,0.0670865350169986,18.653859932005613,31.740394949004212,0.9963726965789218,3.5104811481301543,0.5656732491500701,11.00865350169986,
993,8.557545642220441,0.8267366248543837,0.22291252580531068,2.1,0.064536847118745,17.642101920836673,48.214033973612224,0.9978556151770475,3.306070169868061,0.553929830131939,9.66070169868061,
994,7.505288497505325,0.6896178062651357,0.11288941552388182,1.9184134507484027,0.07536730610976572,4.0,7.0,0.9961816443235637,3.391576920199574,0.4286778756236688,10.007836455737753,
995,7.056245505048437,0.5871877247475781,0.41062095454359404,1.9802045875403649,0.10321841287863284,4.0,8.52081835016146,0.9964161216355107,3.33,0.5220818350161459,10.323959082491928,
996,6.736880837881857,0.9212851357700099,0.041298525990912084,2.512985259909121,0.07073761675763714,5.587014740090879,12.58701474009088,0.9962930923816763,3.569350737004544,0.6058701474009087,10.495582311890944,
997,7.713123006174541,0.9568714214689894,0.234944856444567,1.98314952148189,0.10435906699253542,7.0,22.220996809879267,0.9957715482454336,3.306740191407244,0.4719475079753018,9.961049840493963,
998,8.535290917112594,0.9373527278075062,0.14705999705871559,1.932354541443703,0.08073536346256047,5.882363609624687,20.764727219249373,0.9961776472721925,3.282352727807506,0.4532354541443703,9.776472721924938,
999,7.165745594493875,0.9144473566963248,0.05821819931173435,5.272653635789814,0.08265745594493874,4.164363986234687,13.671272027530627,0.9977052501113849,3.4230109580728563,0.5331491188987749,10.364363986234686,
1000,7.056328284921841,0.8535280734199057,0.046360690410153504,5.445248328710745,0.083019006685157,4.0,13.92721380820307,0.9978973066585897,3.4160129621953246,0.527278619179693,10.294622049336008,
1001,7.2338404102053,0.7440816252357366,0.014627086389353082,1.697513909262354,0.06363673499057054,4.0,7.0,0.9955397253300501,3.344627086389353,0.3504972181475292,9.7661595897947,
1002,7.408835704764761,0.7810998606233148,0.01866543934072526,1.7244362622715017,0.06215600557506741,4.0,7.0,0.9959758674487983,3.348665439340725,0.34511274754569965,9.591164295235238,
1003,6.790449652997003,0.6944240015771727,0.01547751735014984,1.8904496529970034,0.07551263454258242,6.226124132492508,12.452248264985016,0.9958123169700313,3.5160813801261237,0.6186937933753746,10.164817925867883,
1004,6.4753653150692765,0.9481002208215967,0.0,1.7194154958891579,0.14753443594549367,16.649269369861447,25.753653150692763,0.9944892484142471,3.4953027298625905,0.535970774794458,10.708977117806025,
1005,6.682226880391253,0.7804495684303789,0.03644537607825071,2.078515413072498,0.07413277435304957,4.0,11.785154130724976,0.9957825980271231,3.565331935882624,0.6321484586927503,11.135546239217494,
1006,8.161685430224392,0.7711581762056289,0.005894549196247434,2.191158176205629,0.08879369077813135,12.882109016075052,25.91158176205629,0.9977425281453366,3.370589454919625,0.4591158176205629,9.583789989710318,
1007,8.266160114568901,0.5886464045827561,0.20390882062240212,2.3729280916551208,0.08230570788873495,17.0,44.57642697218373,0.9968882134860919,3.299148258264947,0.499323202291378,9.193232022913781,
1008,6.44157987521273,0.7271101659361656,0.022349273861702455,1.7295217841489263,0.07846985477234049,6.0,12.234927386170245,0.9957603740661063,3.575842012478727,0.6276507261382975,9.985239107925537,
1009,6.7411825565820855,1.0502956391455214,0.07588174434179147,2.2588174434179145,0.06576452330253744,17.558610519627017,31.794087217089572,0.9961340665247105,3.517940872170896,0.5411722103925403,11.08236511316417,
1010,6.9282955599152345,0.9698750267477132,0.05602273537809493,2.6602273537809493,0.07456591119830468,5.439772646219051,12.439772646219051,0.996169409022824,3.5619886323109524,0.6043977264621905,10.672272824537139,
1011,6.7827899682984505,1.0606974920746126,0.07172100317015496,2.2172100317015495,0.06451630095104649,16.102351109554235,31.58605015850775,0.995784564266293,3.5158605015850775,0.5120470221910847,11.1655799365969,
1012,10.40580994909447,0.5936391610577136,0.4801528583144219,2.1,0.0705993912330352,13.871559021492459,46.828745361989945,0.9990357795107462,3.3004281365950248,0.5587155902149247,9.582874536198995,
1013,7.442998812010151,0.727580445229088,0.158448427248977,1.4740302670306107,0.07091059346071371,30.635762615714512,110.1702907904076,0.9963170290790407,3.3132214245193974,0.9537937089959081,9.46357626157145,
1014,7.287702602051809,0.7992565051295224,0.42160148723005797,2.1,0.11904289961797901,4.219256505129522,9.0,0.9966572066925353,3.3672736058720187,0.5327263941279812,10.431553903077713,
1015,6.956885292381468,0.8244310169326063,0.2678442646190734,2.001796446150772,0.07953292400079924,10.928142153969114,63.03592892301544,0.9964639508800959,3.30095832151971,0.4814371569206177,9.859282722975482,
1016,8.267532867782915,0.8458116783054271,0.011082237740569524,2.294695802299833,0.07032467132217086,4.972944056485762,14.0,0.9967373372020497,3.322164475481139,0.5783766433891457,10.97835524518861,
1017,7.077805315902249,1.0734711564251815,0.0,1.8389026579511245,0.10149076148135291,4.477805315902249,7.955610631804498,0.9943422442527218,3.4112269037033824,0.3843341594770675,10.638902657951125,
1018,7.210415458128669,0.6060386453216714,0.5259391315262976,2.1,0.11459888884239844,4.026038645321671,9.0,0.9971267260918684,3.334426569704684,0.5655734302953158,10.315623187193003,
1019,7.133607303535049,0.9097275469862178,0.04439878274415842,5.537564699580594,0.08368036517675247,4.112024345116832,14.0,0.997914203969227,3.425765599376871,0.5222404869023366,10.256012172558416,
1020,7.24882434438223,0.5711099579423299,0.03,1.8558782780888468,0.0724477869866555,17.38381741713327,42.31984784761106,0.9956076763483427,3.3834336095996647,0.48127939139044423,9.140733052948866,
1021,6.931299259582476,0.9339124074478095,0.04078248148956189,3.713065739326669,0.0692957666593943,21.382627776565716,48.07824814895619,0.9964370350190559,3.4344364998909147,0.5269562037239047,10.391313888282857,
1022,6.592376513756751,0.6476682201851374,0.0,2.143597390417417,0.06305181732921918,6.435973904174167,13.435973904174167,0.995999118360864,3.507164958206908,0.596920782874775,10.392376513756751,
1023,6.554676847198703,0.8468197439048817,0.04584183249576663,2.967772019355073,0.0753596945840389,15.981292611205186,26.546768471987036,0.9948131377141257,3.4983163350084667,0.5347193891680778,11.14906463056026,
1024,6.893747182693772,1.0643634490444653,0.061875845191868395,2.2125507115121037,0.06143769721143596,12.18758451918684,30.87494365387544,0.9948275123961474,3.503747182693772,0.4356275355756052,11.381241548081316,
1025,8.847986408441471,0.49101064540106243,0.8923252543468032,3.2343465451489277,0.4988051184312179,29.9293318143616,72.1060022784576,0.9991030396354468,2.8600987547670274,1.7308131358670078,9.441413363712769,
1026,9.901969030402304,0.7054559358395586,0.4086549416323762,2.4569221948783495,0.18290093671047908,5.0,15.667979353601535,0.9989351710950422,3.2380248519036394,0.6150590709120691,8.781823743358235,
1027,8.143538237243328,0.7517691186216643,0.0,2.3693852882700144,0.08448305897946629,12.435382372433285,24.87076474486657,0.997901631172962,3.375646176275667,0.46,9.6,
1028,9.873840159483867,0.3063900679103574,0.3511170618648555,2.1828336926044143,0.061634902996808204,13.485010778132422,37.201641517691016,0.9963906280879756,3.2437330459164686,0.49686652295823436,9.282833692604415,
1029,8.439032238008464,0.6569258090588999,0.271122579040677,2.294645133211848,0.0851122579040677,12.668386856101552,43.834193428050774,0.9976,3.2960967761991538,0.5244387104796615,9.227806447601692,
1030,8.539968528851134,0.6741410962167207,0.2566614214751887,2.678651980130528,0.08331943351932039,17.520062942297734,46.520062942297734,0.9975046551272454,3.268667715704962,0.5169341725639698,9.369341725639698,
1031,9.113005158417156,0.8875082627163008,0.1360764185647178,1.8586884672032167,0.0994535280013403,5.0,18.413115327967834,0.9967938354457948,3.2726120486384986,0.47716936256203724,9.365246131187133,
1032,8.013944845761834,0.7560809347383338,0.2512026383510623,2.0350959231125607,0.07917314152848305,16.75479615562803,52.89424461324637,0.9973096163075498,3.31,0.5629808153774879,10.154328538212077,
1033,7.476373679930101,0.6767307879755355,0.10701456810950763,2.468498239906802,0.062410246413047724,4.921245599767005,9.0,0.9963885163282027,3.37606227998835,0.5515750880046599,10.852747359860203,
1034,7.361189939744524,0.6167517203743913,0.1093295170723847,2.407459959829683,0.06817940441873485,4.768649899574208,8.537299799148416,0.9959267048292761,3.3938810060255475,0.5569405030127738,11.015675050212897,
1035,7.362214904299114,0.9604871436516416,0.0675332912115684,2.0943440996091716,0.06258365210943198,19.717204980458575,49.33935402344971,0.9970726236015633,3.31,0.5511311800781657,9.739591302735798,
1036,9.695020839989024,0.5994703430589526,0.4000317409399497,2.431462007063343,0.07852330875305741,15.4205514588429,46.526482847052364,0.9983897242705786,3.2810593138820945,0.5363241423526184,9.457944854115711,
1037,7.298277231608361,1.0798864726619724,0.016953794731939937,4.741660047226258,0.09191386158041802,4.660924105361201,14.0,0.9971018323240655,3.5520125442330763,0.533218482107224,10.5304620526806,
1038,6.7079092535627645,0.6777965970086037,0.0,4.06610208974189,0.06011863880344147,11.129943283476727,20.51977313390691,0.9952828241787779,3.4409039701566293,0.5470056716523273,11.5141247763512,
1039,7.5,0.9623946780432342,0.05760963278978727,2.5913155934774474,0.08515219265579574,5.423903672102127,12.0,0.996189991378334,3.4552192655795744,0.553370596068766,10.564144491846807,
1040,8.438657833893489,0.8384432472962885,0.037714167865411354,3.392361227425497,0.09399884007244756,26.0,60.07638772574503,1.0000845194675294,3.557667770763314,0.7084548465718128,9.78460646209575,
1041,11.57641248665225,0.4512039284443072,0.459213749555075,3.180589266646072,0.10298526833384819,29.518428622277142,48.560196422215355,0.9981967567871126,3.195135180668932,0.6975430375575463,9.731941073335392,
1042,7.743365667919045,0.7166262125469642,0.0,2.901213623591074,0.07565048501878568,11.777103542449403,23.108414169797612,0.9972890209815931,3.395602752028542,0.4822896457550597,10.090372206611313,
1043,8.613218379359855,0.6016409585183499,0.27813369564714946,2.116485177861045,0.07954900197751787,11.494555335831349,41.84603754972685,0.9973593164032288,3.2968118577111643,0.523405928855582,9.216485177861044,
